Date,Counter Party,Reference,Type,Amount (GBP),Balance (GBP),Spending Category,Notes
20/11/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-5.10,31026.25,EATING_OUT,
20/11/2024,Tails,TAILS.COM,CARD SUBSCRIPTION,-242.14,30784.11,GROCERIES,
20/11/2024,The Big London Bak,SQ *THE BIG LONDON BAK,GOOGLE PAY,-3.45,30780.66,GROCERIES,
20/11/2024,The Big London Bak,SQ *THE BIG LONDON BAK,ONLINE PAYMENT,-3.45,30777.21,GROCERIES,
21/11/2024,Google,GOOGLE *YouTubePremium,ONLINE PAYMENT,-18.23,30758.98,SHOPPING,
21/11/2024,Amazon Marketplace,AMZNMktplace*TE3CV3OF4,CARD SUBSCRIPTION,-15.77,30743.21,SHOPPING,
21/11/2024,Amazon,amazon.co.uk*TE40Y7F54,ONLINE PAYMENT,-2.99,30740.22,SHOPPING,
21/11/2024,Amazon,amazon.co.uk*TE72C3FU4,ONLINE PAYMENT,-3.99,30736.23,SHOPPING,
21/11/2024,TfL,TFL TRAVEL CH,GOOGLE PAY,-2.80,30733.43,TRANSPORT,
21/11/2024,McDonald's,MCDONALDS,APPLE PAY,-11.32,30722.11,EATING_OUT,
22/11/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-20.00,30702.11,GENERAL,
22/11/2024,Amazon,WWW.AMAZON.* TE7697EA4,ONLINE PAYMENT,-20.38,30681.73,SHOPPING,
22/11/2024,Sp Theoddpods,SP WONKY COFFEE,ONLINE PAYMENT,-99.96,30581.77,GROCERIES,
22/11/2024,Amazon Eu,Amazon.co.uk*TE8T25AB4,ONLINE PAYMENT,-28.99,30552.78,SHOPPING,
22/11/2024,Amazon,amazon.co.uk*TE08K5T54,ONLINE PAYMENT,-5.49,30547.29,SHOPPING,
22/11/2024,Amazon,amazon.co.uk*TE2SH6TV4,ONLINE PAYMENT,-2.99,30544.30,SHOPPING,
22/11/2024,Amazon,amazon.co.uk*TE19Y8AS4,ONLINE PAYMENT,-2.99,30541.31,SHOPPING,
22/11/2024,Amazon,amazon.co.uk*TE60O4TR4,ONLINE PAYMENT,-2.99,30538.32,SHOPPING,
22/11/2024,Shrine,SP SHRINE,ONLINE PAYMENT,-27.30,30511.02,SHOPPING,
22/11/2024,Bank Park Management L Sheffield,BANK PARK MANAGEMENT L,ONLINE PAYMENT,-60.00,30451.02,TRANSPORT,
22/11/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-7.20,30443.82,GROCERIES,
22/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,30391.02,BILLS_AND_SERVICES,
23/11/2024,Amazon Marketplace,AMZNMktplace*TE0IG8G24,ONLINE PAYMENT,-15.67,30375.35,SHOPPING,
23/11/2024,Amazon Marketplace,AMZNMktplace*TE2VP5GR4,ONLINE PAYMENT,-36.84,30338.51,SHOPPING,
23/11/2024,Etsy,Etsy.com*Nexgen2go,ONLINE PAYMENT,-28.90,30309.61,SHOPPING,
23/11/2024,Boots,BOOTS 1465,APPLE PAY,-12.32,30297.29,GENERAL,
23/11/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.10,30296.19,TRANSPORT,
23/11/2024,Greggs,GREGGS PLC,APPLE PAY,-7.85,30288.34,EATING_OUT,
23/11/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-4.20,30284.14,GROCERIES,
24/11/2024,Places Leisure,PLACES LEISURE,ONLINE PAYMENT,-11.50,30272.64,LIFESTYLE,
24/11/2024,Nyx*hollywoodbowlgroup,NYX*HollywoodBowlGroup,APPLE PAY,-5.00,30267.64,EATING_OUT,
24/11/2024,Nyx*hollywoodbowlgroup,NYX*HollywoodBowlGroup,GOOGLE PAY,-5.00,30262.64,EATING_OUT,
24/11/2024,Nyx*hollywoodbowlgroup,NYX*HollywoodBowlGroup,APPLE PAY,-5.00,30257.64,EATING_OUT,
24/11/2024,Nyx*hollywoodbowlgroup,NYX*HollywoodBowlGroup,GOOGLE PAY,-10.00,30247.64,EATING_OUT,
24/11/2024,Nyx*hollywoodbowlgroup,NYX*HollywoodBowlGroup,APPLE PAY,-10.00,30237.64,EATING_OUT,
24/11/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-155.17,30082.47,GROCERIES,
24/11/2024,Argos,WWW.ARGOS.CO.UK,ONLINE PAYMENT,-51.00,30031.47,SHOPPING,
24/11/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-53.95,29977.52,GROCERIES,
24/11/2024,Sainsbury's,SAINSBURYS S/MKTS,APPLE PAY,-35.65,29941.87,GROCERIES,
24/11/2024,Hollywood Bowl,HOLLYWOOD BOWL,ONLINE PAYMENT,-51.70,29890.17,LIFESTYLE,
24/11/2024,Hwb Crawley,HOLLYWOOD BOWL,GOOGLE PAY,-2.15,29888.02,ENTERTAINMENT,
24/11/2024,Starbucks,STARBUCKS,GOOGLE PAY,-4.65,29883.37,EATING_OUT,
25/11/2024,Amazon,AMAZON* TE0XK99A4,ONLINE PAYMENT,-8.99,29874.38,SHOPPING,
25/11/2024,The Triangle,THE TRIANGLE,APPLE PAY,-23.04,29851.34,EATING_OUT,
25/11/2024,Amazon Eu,Amazon.co.uk*TE06Z5Y14,ONLINE PAYMENT,-20.91,29830.43,SHOPPING,
25/11/2024,Netflix,NETFLIX.COM,CARD SUBSCRIPTION,-17.99,29812.44,BILLS_AND_SERVICES,
26/11/2024,Places For People Leisure ,54578485A,DIRECT DEBIT,-3.00,29809.44,GENERAL,
26/11/2024,Cowfold Medical Group,COWFOLD MEDICAL GROUP,GOOGLE PAY,-9.90,29799.54,BILLS_AND_SERVICES,
26/11/2024,Amazon,AMAZON* TP6NY4N04,ONLINE PAYMENT,-37.94,29761.60,SHOPPING,
26/11/2024,Amazon,WWW.AMAZON.* TP40Q1ND4,ONLINE PAYMENT,-18.32,29743.28,SHOPPING,
26/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,29637.68,BILLS_AND_SERVICES,
26/11/2024,Amazon Marketplace,AMZNMktplace*TP1H32NY4,ONLINE PAYMENT,-64.20,29573.48,SHOPPING,
26/11/2024,Tesco Burgess Hill,TESCO BURGESS HILL,GOOGLE PAY,-6.10,29567.38,EATING_OUT,
26/11/2024,Tesco,TESCO STORES 2163,GOOGLE PAY,-96.84,29470.54,GROCERIES,
26/11/2024,Amazon Marketplace,AMZNMktplace*TP2KM73D4,ONLINE PAYMENT,-49.59,29420.95,SHOPPING,
26/11/2024,Amazon Marketplace,AMZNMktplace*TP6DH2JP4,ONLINE PAYMENT,-11.89,29409.06,SHOPPING,
26/11/2024,Amazon,AMAZON* TP4TY6A44,CARD SUBSCRIPTION,-21.99,29387.07,SHOPPING,
27/11/2024,Amazon Marketplace,AMZNMktplace*TP9G091S4,ONLINE PAYMENT,-213.37,29173.70,SHOPPING,
27/11/2024,Bhcc-Paybyphoneparking,PAYBYPHONE-1GYWXTE3IIW,ONLINE PAYMENT,-6.50,29167.20,TRANSPORT,
27/11/2024,Channel 4,CHANNEL 4,CARD SUBSCRIPTION,-3.99,29163.21,BILLS_AND_SERVICES,
28/11/2024,Octopus Energy,A-E501D93A-002,DIRECT DEBIT,-250.00,28913.21,BILLS_AND_SERVICES,
28/11/2024,Tesco,TESCO STORES 2163,APPLE PAY,-39.88,28873.33,GROCERIES,
28/11/2024,Benington Commercial Ltd,4040,FASTER PAYMENT,-780.00,28093.33,PAYMENTS,
28/11/2024,Kelly Rose Sienna Mum,onyxia,FASTER PAYMENT,-30.00,28063.33,PAYMENTS,
29/11/2024,Lemon & Lime Homes,S COURATIER REFUND,DIRECT CREDIT,1272.00,29335.33,PAYMENTS,
29/11/2024,BT,GB26676055,DIRECT DEBIT,-81.65,29253.68,BILLS_AND_SERVICES,
29/11/2024,Grind,GRIND & CO,CARD SUBSCRIPTION,-13.50,29240.18,EATING_OUT,
29/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,29187.38,BILLS_AND_SERVICES,
29/11/2024,Martin Butler,November ,FASTER PAYMENT,-222.00,28965.38,PETS,
30/11/2024,Waitrose,WAITROSE 123,APPLE PAY,-14.35,28951.03,GROCERIES,
30/11/2024,Kids Stuff Market,KIDS STUFF LTD MARKET,APPLE PAY,-45.97,28905.06,SHOPPING,
30/11/2024,Sp Theoddpods,SP WONKY COFFEE,ONLINE PAYMENT,3.75,28908.81,GROCERIES,
30/11/2024,Caffè Nero,CAFFE NERO BURGESS HIL,GOOGLE PAY,-6.60,28902.21,EATING_OUT,
30/11/2024,Amazon,amazon.co.uk*7D9Q20ET5,ONLINE PAYMENT,-2.99,28899.22,SHOPPING,
01/12/2024,Starling Bank,November Interest Earned,DEPOSIT INTEREST,13.11,28912.33,INCOME,
01/12/2024,Pristine Gardenz Ltd,3997,FASTER PAYMENT,-311.52,28600.81,PAYMENTS,
01/12/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-14.99,28585.82,ENTERTAINMENT,
01/12/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-8.99,28576.83,ENTERTAINMENT,
01/12/2024,Shelly Store Uk,SHELLY STORE UK,ONLINE PAYMENT,-59.93,28516.90,GENERAL,
01/12/2024,Graysons At Wakehurst,Graysons at Wakehurst,GOOGLE PAY,-25.50,28491.40,EATING_OUT,
01/12/2024,Graysons At Wakehurst,Graysons at Wakehurst,GOOGLE PAY,-4.00,28487.40,EATING_OUT,
01/12/2024,Graysons At Wakehurst,Graysons at Wakehurst,GOOGLE PAY,-11.10,28476.30,EATING_OUT,
01/12/2024,Hart Country Li,HART COUNTRY STORES LI,GOOGLE PAY,-8.25,28468.05,GROCERIES,
01/12/2024,Sumup *hey Lyla Craft,SumUp  *Hey Lyla Craft,GOOGLE PAY,-1.00,28467.05,SHOPPING,
01/12/2024,Silk And Lawn,Zettle_*Silk and Lawn ,GOOGLE PAY,-5.00,28462.05,SHOPPING,
01/12/2024,Oui Creperie,Zettle_*Oui Creperie,APPLE PAY,-10.00,28452.05,EATING_OUT,
01/12/2024,Clarkes Of Sussex,CLARKES OF SUSSEX     ,GOOGLE PAY,-53.66,28398.39,BILLS_AND_SERVICES,
01/12/2024,Sumup *brighton Girls,SumUp  *Brighton Girls,ONLINE PAYMENT,-2.00,28396.39,GENERAL,
01/12/2024,Sumup *brighton Girls,SumUp  *Brighton Girls,ONLINE PAYMENT,-1.00,28395.39,GENERAL,
01/12/2024,Sumup *brighton Girls,SumUp  *Brighton Girls,ONLINE PAYMENT,-2.00,28393.39,GENERAL,
01/12/2024,Sumup *brighton Girls,SumUp  *Brighton Girls,ONLINE PAYMENT,-2.00,28391.39,GENERAL,
01/12/2024,Sumup *brighton Girls,SumUp  *Brighton Girls,ONLINE PAYMENT,-2.00,28389.39,GENERAL,
01/12/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-142.20,28247.19,GROCERIES,
01/12/2024,The Works,THEWORKS.CO.UK,GOOGLE PAY,-34.00,28213.19,GROCERIES,
01/12/2024,Claire's Accessories,CLAIRE'S ACCESSORIES,GOOGLE PAY,-23.00,28190.19,SHOPPING,
01/12/2024,Wakehurst,WAKEHURST,GOOGLE PAY,-47.99,28142.20,ENTERTAINMENT,
01/12/2024,The Entertainer,THE ENTERTAINER(135),GOOGLE PAY,-36.00,28106.20,SHOPPING,
01/12/2024,Creature Cloth,Zettle_*CREATURE CLOTH,GOOGLE PAY,-4.50,28101.70,SHOPPING,
01/12/2024,Kiwico Inc.,"KiwiCo, Inc.",ONLINE PAYMENT,-28.32,28073.38,BILLS_AND_SERVICES,
02/12/2024,Bps Re Peoplesfundraising,1698316166225,DIRECT DEBIT,-10.00,28063.38,GENERAL,
02/12/2024,Lloyds Bank,HAP604762678,DIRECT DEBIT,-103.52,27959.86,BILLS_AND_SERVICES,
02/12/2024,Napo,MW43CMW,DIRECT DEBIT,-59.68,27900.18,GENERAL,
02/12/2024,Napo,MW43CMW,DIRECT DEBIT,-61.10,27839.08,GENERAL,
02/12/2024,Phc,19335 COURATIER,DIRECT DEBIT,-8.99,27830.09,GENERAL,
02/12/2024,Horsham District Council,12873556,DIRECT DEBIT,-268.00,27562.09,TRANSPORT,
02/12/2024,Napo,MW43CMW,DIRECT DEBIT,-48.75,27513.34,GENERAL,
02/12/2024,PQA Academy,HAYW353036,DIRECT DEBIT,-46.00,27467.34,GENERAL,
02/12/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-5.80,27461.54,SHOPPING,
02/12/2024,The Triangle,THE TRIANGLE,APPLE PAY,-22.49,27439.05,EATING_OUT,
02/12/2024,Amazon,AMAZON* J82299LT5,ONLINE PAYMENT,-15.99,27423.06,SHOPPING,
02/12/2024,Sp Science Museum,SP SCIENCE MUSEUM,ONLINE PAYMENT,-74.78,27348.28,SHOPPING,
02/12/2024,Pqa,PQA LTD,ONLINE PAYMENT,-24.94,27323.34,BILLS_AND_SERVICES,
02/12/2024,Amazon Marketplace,AMZNMktplace*J05E48945,ONLINE PAYMENT,-119.93,27203.41,SHOPPING,
02/12/2024,Bhcc-Paybyphoneparking,PAYBYPHONE-2PTHTY0K2ZS,ONLINE PAYMENT,-10.00,27193.41,TRANSPORT,
02/12/2024,Ocado,OCADO                 ,ONLINE PAYMENT,1.00,27194.41,GROCERIES,
02/12/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-11.25,27183.16,GROCERIES,
02/12/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-2.30,27180.86,GROCERIES,
02/12/2024,Jennifer Anne Lees,GOOG JENNIFER ANNE,FASTER PAYMENT,22332.79,49513.65,INCOME,
03/12/2024,Amazon,AMAZON* CM9SG3HA5,ONLINE PAYMENT,-79.51,49434.14,SHOPPING,
03/12/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,49328.54,BILLS_AND_SERVICES,
03/12/2024,Amazon,amazon.co.uk,CARD SUBSCRIPTION,-9.49,49319.05,SHOPPING,
03/12/2024,Shurgard Uk,Shurgard UK Ltd,CARD SUBSCRIPTION,-90.00,49229.05,BILLS_AND_SERVICES,
03/12/2024,Amazon,amazon.co.uk*1W4QO1BF5,ONLINE PAYMENT,-11.97,49217.08,SHOPPING,
03/12/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-8.55,49208.53,GROCERIES,
03/12/2024,Amazon,WWW.AMAZON.* 7O42463W5,ONLINE PAYMENT,-389.00,48819.53,SHOPPING,
04/12/2024,Horsham Service Statio,HORSHAM SERVICE STATIO,APPLE PAY,-92.08,48727.45,TRANSPORT,
04/12/2024,TfL,TFL TRAVEL CH,GOOGLE PAY,-2.70,48724.75,TRANSPORT,
04/12/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-5.10,48719.65,EATING_OUT,
04/12/2024,McDonald's,MCDONALDS,APPLE PAY,-11.32,48708.33,EATING_OUT,
05/12/2024,GoCardless,BRUCESDOGDAY-H85HM,DIRECT DEBIT,-550.80,48157.53,PAYMENTS,
05/12/2024,Amazon Marketplace,AMZNMktplace*HS2IX8ZI5,ONLINE PAYMENT,-5.59,48151.94,SHOPPING,
05/12/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-1.20,48150.74,GROCERIES,
05/12/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-5.10,48145.64,EATING_OUT,
05/12/2024,Backblaze,BACKBLAZE INC,ONLINE PAYMENT,-4.39,48141.25,BILLS_AND_SERVICES,
06/12/2024,GoCardless,VBDANCE-M8ZB6MFG35,DIRECT DEBIT,-59.40,48081.85,PAYMENTS,
06/12/2024,Awp P&c,1UK000000000285835,DIRECT DEBIT,-4.34,48077.51,GENERAL,
06/12/2024,Four Seasons Fuel Ltd,311833,FASTER PAYMENT,-350.45,47727.06,PAYMENTS,
06/12/2024,Ashleigh Rich,Xmass,FASTER PAYMENT,-525.00,47202.06,PAYMENTS,
06/12/2024,Mayberry Garden Centre,Old Barn Garden Centre,APPLE PAY,-40.15,47161.91,GENERAL,
06/12/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-5.10,47156.81,EATING_OUT,
06/12/2024,Schoolblazer,SCHOOLBLAZER LTD,ONLINE PAYMENT,-178.49,46978.32,SHOPPING,
06/12/2024,Amazon,AMAZON* LC7A209M5,ONLINE PAYMENT,-87.83,46890.49,SHOPPING,
06/12/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,46837.69,BILLS_AND_SERVICES,
06/12/2024,Amazon Marketplace,AMZNMktplace*3660X2U85,ONLINE PAYMENT,-31.97,46805.72,SHOPPING,
06/12/2024,Stephen Couratier,Overdraft,FASTER PAYMENT,-20.00,46785.72,PAYMENTS,
07/12/2024,Amazon,amazon.co.uk*L843C5FH5,ONLINE PAYMENT,-4.49,46781.23,SHOPPING,
07/12/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.10,46780.13,TRANSPORT,
07/12/2024,Greggs,GREGGS PLC,APPLE PAY,-7.10,46773.03,EATING_OUT,
07/12/2024,E/tunnel Internet,LE SHUTTLE 1991,ONLINE PAYMENT,-662.00,46111.03,TRANSPORT,
07/12/2024,Acccessorize Brand,ACCESSORIZE BRAND,ONLINE PAYMENT,-75.00,46036.03,SHOPPING,
07/12/2024,Kids Stuff Market,KIDS STUFF LTD MARKET,APPLE PAY,-40.19,45995.84,SHOPPING,
07/12/2024,Amazon,AMAZON* G09N63WM5,ONLINE PAYMENT,-299.99,45695.85,SHOPPING,
07/12/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-3.05,45692.80,GROCERIES,
07/12/2024,Screwfix,SCREWFIX DIRECT,ONLINE PAYMENT,-44.00,45648.80,GENERAL,
07/12/2024,Mnesic Coffee,SQ *MNESIC COFFEE,GOOGLE PAY,-10.75,45638.05,EATING_OUT,
08/12/2024,Amazon Marketplace,AMZNMktplace*2X0X01YF5,ONLINE PAYMENT,-6.73,45631.32,SHOPPING,
08/12/2024,Amazon,amazon.co.uk*HK1T82JU5,ONLINE PAYMENT,-7.71,45623.61,SHOPPING,
08/12/2024,Village Larder,Village Larder Washing,GOOGLE PAY,-15.59,45608.02,GROCERIES,
08/12/2024,Amazon Eu,Amazon.co.uk*Z92F214Q5,ONLINE PAYMENT,-39.96,45568.06,SHOPPING,
08/12/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-132.21,45435.85,GROCERIES,
08/12/2024,Mayberry Garden Centre,Old Barn Garden Centre,GOOGLE PAY,-173.88,45261.97,GENERAL,
08/12/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-93.10,45168.87,GROCERIES,
08/12/2024,Squires Garden Centre,SQUIRES GARDEN CENTRE,GOOGLE PAY,-36.97,45131.90,GENERAL,
08/12/2024,Amazon Marketplace,AMZNMktplace*VB34849A5,ONLINE PAYMENT,-8.99,45122.91,SHOPPING,
08/12/2024,McDonald's,MCDONALDS,APPLE PAY,-15.79,45107.12,EATING_OUT,
08/12/2024,Amazon Marketplace,AMZNMktplace*7Z3GU31V5,ONLINE PAYMENT,-9.99,45097.13,SHOPPING,
09/12/2024,Beattie Electrical,0310,FASTER PAYMENT,-120.00,44977.13,PAYMENTS,
09/12/2024,Cineworld,CINEWORLD             ,ONLINE PAYMENT,-44.32,44932.81,ENTERTAINMENT,
09/12/2024,Cineworld,Cineworld CRA CP,APPLE PAY,-34.80,44898.01,ENTERTAINMENT,
09/12/2024,The Triangle,THE TRIANGLE,APPLE PAY,-24.29,44873.72,EATING_OUT,
09/12/2024,Tulleysxma* Tulleys Xm,TULLEYSXMA* TULLEYS XM,ONLINE PAYMENT,-69.85,44803.87,LIFESTYLE,
10/12/2024,Places For People Leisure ,54561456A,DIRECT DEBIT,-49.00,44754.87,GENERAL,
10/12/2024,Amazon,AMAZON* OI84O0Q25,ONLINE PAYMENT,-77.32,44677.55,SHOPPING,
10/12/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,44571.95,BILLS_AND_SERVICES,
10/12/2024,Amazon Marketplace,AMZNMktplace*GP9LU0QK5,ONLINE PAYMENT,-20.89,44551.06,SHOPPING,
10/12/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-7.30,44543.76,GROCERIES,
11/12/2024,JustGiving,JustGiving StPeterStJa,ONLINE PAYMENT,-26.50,44517.26,GENERAL,
11/12/2024,Nando's,NANDOS.CO.UK,APPLE PAY,-22.40,44494.86,EATING_OUT,
11/12/2024,Amazon,amazon.co.uk*KU97E6GV5,ONLINE PAYMENT,-9.38,44485.48,SHOPPING,
11/12/2024,Amazon,amazon.co.uk*PN6YF6IK5,ONLINE PAYMENT,-3.99,44481.49,SHOPPING,
11/12/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-25.00,44456.49,BILLS_AND_SERVICES,
11/12/2024,Waterstones,WATERSTONES,APPLE PAY,-20.25,44436.24,SHOPPING,
11/12/2024,Spray Foam Removers Limited,3130,FASTER PAYMENT,-6000.00,38436.24,PAYMENTS,
11/12/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-12.99,38423.25,ENTERTAINMENT,
11/12/2024,Horsham District Counc,HORSHAM DISTRICT COUNC,ONLINE PAYMENT,-2.60,38420.65,BILLS_AND_SERVICES,
11/12/2024,Next,NEXT RETAIL LTD,APPLE PAY,-46.15,38374.50,SHOPPING,
11/12/2024,Marks & Spencer,MARKS&SPENCER PLC SACA,APPLE PAY,-6.50,38368.00,GROCERIES,
12/12/2024,Amazon,WWW.AMAZON.* TC65X1BB5,ONLINE PAYMENT,-16.97,38351.03,SHOPPING,
12/12/2024,HMV,HMV,APPLE PAY,-68.72,38282.31,LIFESTYLE,
12/12/2024,Churchill Square Shopp,CHURCHILL SQUARE PARKI,APPLE PAY,-5.50,38276.81,TRANSPORT,
12/12/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-2.90,38273.91,EATING_OUT,
12/12/2024,Tortilla,TORTILLA BRIGHTON,APPLE PAY,-12.75,38261.16,EATING_OUT,
13/12/2024,Places For People Leisure ,54425808A,DIRECT DEBIT,-79.00,38182.16,GENERAL,
13/12/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-10.00,38172.16,BILLS_AND_SERVICES,
13/12/2024,Boots,BOOTS UK ECOMM,ONLINE PAYMENT,-51.00,38121.16,GENERAL,
13/12/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-2.90,38118.26,EATING_OUT,
13/12/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,38065.46,BILLS_AND_SERVICES,
13/12/2024,Amazon Marketplace,AMZNMktplace*HM5FO2E25,ONLINE PAYMENT,-37.74,38027.72,SHOPPING,
14/12/2024,Cash Machine,ROYAL BK OF SCOTLAND,ATM,-140.00,37887.72,PAYMENTS,
14/12/2024,Amazon Marketplace,AMZNMktplace*AI1UE8935,ONLINE PAYMENT,-19.99,37867.73,SHOPPING,
14/12/2024,Tesco,TESCO STORES 2163,GOOGLE PAY,-33.22,37834.51,GROCERIES,
14/12/2024,Waterstones,WATERSTONES.COM,CARD SUBSCRIPTION,-30.00,37804.51,SHOPPING,
14/12/2024,Nhs Business Services,NHS BUSINESS SERVICES ,GOOGLE PAY,-19.80,37784.71,BILLS_AND_SERVICES,
14/12/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-8.60,37776.11,GROCERIES,
14/12/2024,McDonald's,MCDONALDS,APPLE PAY,-9.26,37766.85,EATING_OUT,
14/12/2024,Amazon Marketplace,AMZNMktplace*4K7ZR6K05,ONLINE PAYMENT,-78.91,37687.94,SHOPPING,
15/12/2024,Amazon,AMAZON* 3Z9S58595,ONLINE PAYMENT,-9.98,37677.96,SHOPPING,
15/12/2024,Hart Country Li,HART COUNTRY STORES LI,GOOGLE PAY,-3.80,37674.16,GROCERIES,
15/12/2024,Cewe Boots Haywards H,CEWE  BOOTS HAYWARDS H,GOOGLE PAY,-1.65,37672.51,LIFESTYLE,
15/12/2024,The Dolphin,THE DOLPHIN,GOOGLE PAY,-4.45,37668.06,EATING_OUT,
15/12/2024,Sumup *the Vintage Mu,SumUp  *La Boulangerie,GOOGLE PAY,-4.59,37663.47,SHOPPING,
15/12/2024,Waterstones,WATERSTONES,GOOGLE PAY,-76.21,37587.26,SHOPPING,
15/12/2024,Amazon,AMAZON* AL4X64FH5,ONLINE PAYMENT,-21.95,37565.31,SHOPPING,
15/12/2024,Amazon,WWW.AMAZON.* KW14J6TC5,ONLINE PAYMENT,-7.00,37558.31,SHOPPING,
15/12/2024,Amazon,WWW.AMAZON.* VI2O80I05,ONLINE PAYMENT,-27.89,37530.42,SHOPPING,
15/12/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-142.67,37387.75,GROCERIES,
15/12/2024,The Entertainer,THE ENTERTAINER(135),GOOGLE PAY,-36.00,37351.75,SHOPPING,
15/12/2024,Post Office Self Serve,POST OFFICE SELF SERVE,GOOGLE PAY,-4.95,37346.80,BILLS_AND_SERVICES,
15/12/2024,Nyx*lrs,NYX*LRS,APPLE PAY,-1.90,37344.90,EATING_OUT,
15/12/2024,Nyx*selectaukltd,NYX*SelectaUKLtd,APPLE PAY,-2.40,37342.50,EATING_OUT,
15/12/2024,Amazon Marketplace,AMZNMktplace*FK6B563X5,ONLINE PAYMENT,-8.99,37333.51,SHOPPING,
15/12/2024,Amazon Marketplace,AMZNMktplace*R24P18OQ5,ONLINE PAYMENT,-19.99,37313.52,SHOPPING,
15/12/2024,Amazon Marketplace,AMZNMktplace*8E9JZ05Q5,ONLINE PAYMENT,-24.95,37288.57,SHOPPING,
16/12/2024,Bps Re Vetsuccess,MND005WZKJFMKN,DIRECT DEBIT,-20.00,37268.57,GENERAL,
16/12/2024,Nabu Casa - Ha Cloud,NABU CASA - HA CLOUD,ONLINE PAYMENT,-65.00,37203.57,SHOPPING,
16/12/2024,Sumup Payments,SumUp **Fishers Farm P,GOOGLE PAY,-42.40,37161.17,EATING_OUT,
16/12/2024,Fishers Farm Park,Fishers Farm Park,GOOGLE PAY,-5.99,37155.18,ENTERTAINMENT,
16/12/2024,Fishers Farm Park,Fishers Farm Park,GOOGLE PAY,-12.00,37143.18,ENTERTAINMENT,
16/12/2024,Sumup *fishers Farm P,SumUp  *Fishers Farm P,GOOGLE PAY,-11.40,37131.78,EATING_OUT,
16/12/2024,Sumup *fishers Farm P,SumUp  *Fishers Farm P,GOOGLE PAY,-3.00,37128.78,EATING_OUT,
16/12/2024,Sumup *fishers Farm P,SumUp  *Fishers Farm P,APPLE PAY,-6.35,37122.43,EATING_OUT,
16/12/2024,Amazon,AMAZON* HO6T18UI5,ONLINE PAYMENT,-82.62,37039.81,SHOPPING,
17/12/2024,Amazon,WWW.AMAZON.* T08J04G35,ONLINE PAYMENT,-25.98,37013.83,SHOPPING,
17/12/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,36908.23,BILLS_AND_SERVICES,
17/12/2024,Clip N Climb Crawley,Clip N Climb Crawley,APPLE PAY,-3.80,36904.43,LIFESTYLE,
17/12/2024,Clip N Climb Crawley,Clip N Climb Crawley,ONLINE PAYMENT,-18.50,36885.93,LIFESTYLE,
17/12/2024,Vegan Tulleys,Vegan tulleys limited,GOOGLE PAY,-14.50,36871.43,EATING_OUT,
17/12/2024,Bentleys Pumpkins,Bentleys Pumpkins,APPLE PAY,-21.00,36850.43,EATING_OUT,
